,description,points,price,variety,country,tag,variable
79,"Earth, smoke and lifted lemon peel create a very alluring, almost primal aroma. The palate comes in with gentle, subdued sweetness, boosting ripe pear notes before revealing fir honey bitterness and tangy grapefruit zest. A warm sandalwood-spiced core is still tightly closed, holding further stores of fruit and spice and signalling lasting power and barely tamed energy. While aromas are enticing now this deserves cellaring to come into its own. There is much drive and a dynamic citrus freshness wills you to sip more. This draws you in dangerously. The finish is dry and totally enticing. Drink 2020–2040.",96,120.0,Pinot Gris,France,best reviews,variety
80,"Barley sugar, butterscotch, demerara sugar and the faintest hint of maple syrup suggest the richness of this SGN right away. The concentrated sweetness is countered with illuminating freshness and holds tons of tangy spice. Wow. This is incredibly concentrated and has an elixir-like bundled energy that seems to be alive. The effect is both mesmerizing and invigorating.",96,80.0,Pinot Gris,France,best reviews,variety
81,"This is a beautiful, complex and complete wine, from the delicate, spiced raspberry aroma through the creamy, nuanced finish. Subtle but well-defined fruit flavors like white cherry and raspberry pulse across the palate, buoyed by an ultrafine effervescence and lively acidity. But the texture is smooth around the edges, lending a sense of extra depth and layering to this extraordinary bottle. Just coming into its own now, it will improve through at least 2020.",96,150.0,Rosé,US,best reviews,variety
82,"A perennial knockout, this vintage delivers as always, combining 7% Petite Sirah, Mourvèdre and Syrah from the estate into the mix. Altogether, it opens in a field of wildflowers aromatic before unfurling tart acidity to keep freshly layered soft, supple tannin and red cherry and berry. Sprinklings of white pepper and clove factor in.",96,58.0,Zinfandel,US,best reviews,variety
83,"The 2010 Beaucastel is a tour de force, brilliantly combining espresso and black olive notes with bright raspberry fruit, while dark earthy notes provide a solid base. The feel on the palate is ample, with tannins that are a bit dusty but not tough or chewy. The long, mouthwatering finish bodes well for the future. Drink now–2030.",96,120.0,Rhône-style Red Blend,France,best reviews,variety
84,"While this is the top wine of a major Cahors estate, it is impressive how restrained it is. Sure, the wood and dense brooding black fruits are there, but they have been subtly controlled by the freshness of the wine and its great balance. With its richness, still youthful fruit and its structure it will need aging. Drink from 2020.",96,120.0,Malbec,France,best reviews,variety
85,"The most impressive of the fine range of wines from this producer, the wine is structured and dense without ever losing sight of balance, fruit and acidity. That makes for a wine that has a dusty texture coupled with a dry center of fruit and wood tannins. The acidity and the juicy berry fruits give freshness. Everything is ready for long aging. Drink from 2019.",95,60.0,Malbec,France,best reviews,variety
86,"From a prime site planted in 1910 and brought back to life in recent years, this is a juicy, rustic wine that's lengthy and boldly crafted—a hint of mushroomy earthiness providing an intriguing additional layer of flavor to the fruity raspberry and strawberry. There's black pepper and cinnamon spice lurking in the background, waiting to exhale. Drink now through 2023.",95,46.0,Zinfandel,US,best reviews,variety
87,"Wow. This is an incredible wine, as always, but particularly soft and structured in this fine vintage, which deftly marries pretty aromatics and zippy acidity with darker, stormier elements of ripe fig and wood smoke. There's so much complexity and life going on, it'll be hard to wait on this one, though more time in the bottle should make everything that much more settled and complete. Drink now through 2023.",95,47.0,Zinfandel,US,best reviews,variety
88,"This vintage is even better than the prior version, which is almost unimaginable, but there it is. Floral and as tempting as blueberry pie, this concoction from Jesse Katz is velvety smooth and silky on the palate. White chocolate dances around its edges, along with a strong suggestion of cigar, which may perhaps come from the fine lady on the label.",95,125.0,Malbec,US,best reviews,variety
89,"The wine abounds with intensity, richness and power as well as mouthwatering freshness. It is very ageworthy and certainly the most impressive wine from Henri Bourgeois, a tour de force of Sauvignon Blanc.",95,50.0,Sauvignon Blanc,France,best reviews,variety
90,"The “Essence” in the designation refers to the wine's sources, which are selected blocks from the winery's vineyards in the southern part of Napa. The wine is absolutely dry, mouthwatering in acidity, and vastly complex. There's a touch of smoky, vanilla-scented French oak, but the fruit flavors star. They suggest stone-driven minerals, Meyer lemons, limes, white peaches, pink grapefruits and a savory, umami-rich note of figs. The wine is ideal now and should evolve for many years.",95,50.0,Sauvignon Blanc,US,best reviews,variety
91,"A floral touch of honeysuckle plays spicily on the nose alongside aromatic Williams pear. The palate adds a sonorous and pleasant bitterness to this, reminiscent of fir honey, while the floral overtones of honeysuckle shimmer everywhere. There is quite some warmth and energy in this wine, smouldering at the very core. This is lovely now but is sure to last with all its brooding power. The finish is long and dry and returns to that pure note of Williams pear. Drink 2017–2035.",95,85.0,Pinot Gris,France,best reviews,variety
92,"Heady notes of chamomile and dried hay flower stream from the glass immediately hinting at a wine with some evolution. A touch of candied lemon peel makes the nose even more enticing. The palate is generous but dry, showing off the pristine pear fruit and wonderful phenolic texture that gives as much structure to this wine as its fine pure lemony acidity. Savored slowly, the full depth of pure pear fruit becomes apparent. This is a class act just coming into its drinking window now, with ample potential for further aging. Drink 2017–2035.",95,75.0,Pinot Gris,France,best reviews,variety
93,"Named in honor of the Romans who first planted vines in Sancerre, this wine has its feet firmly in the chalk soil that gives it richness as well as minerality. Ripe with touches of yellow fruits as well as lime and other citrus flavors, it is structured, dense and likely to age well. Drink from 2018.",95,65.0,Sauvignon Blanc,France,best reviews,variety
94,"Superb at every checkpoint, this is a world-class wine. Cherry, cassis and earth aromas are spicy and mellow, not bullish or loud. This feels creamy but with enough textural grit to keep things lively, while flavors of vanilla, tobacco and plum are nicely integrated. A mild, medium-long finish epitomizes elegance. Drink now through 2025.",95,89.0,Tempranillo,Spain,best reviews,variety
95,"From selected, sunny parcels of vines, it's powered by its citrus and pear fruits along with an intensely mineral texture and supreme concentration. It's a Sancerre to keep, still young and gawky, best drunk from 2016.",95,55.0,Sauvignon Blanc,France,best reviews,variety
96,"This is a serious wine with a lighter brighter side. Its wood aging adds spice to the ripe red fruits and brings out the concentration and intensity. It is, in its way, an unexpected side of Provence rosé, emphasizing richness and complexity. But it all comes together: a fine wine that, after a year of aging, is ready to drink.",94,100.0,Rosé,France,best reviews,variety
97,"This is one of the classics among Provence rosés. Produced from organically grown grapes and coming from an impressive red-wine producing estate east of Aix-en-Provence, the wine is structured and ageworthy with its blend that includes Cabernet Sauvignon. Rich and full of red fruits, the wine should be drunk from late 2017.",94,20.0,Rosé,France,best reviews,variety
98,"This memorably beautiful and delicious wine is made from estate-grown Grenache. The grapes weren't designated for saignee, but rather picked specifically to make this tart and tangy expression of an inviting grape. Orange in color, almost like a beer, it's dry and sneakily succulent, with inviting floral aromas at its core and enough body to stay interesting as it develops.",94,26.0,Rosé,US,best reviews,variety
